aTime,bx-Axis,cy-Axis,dz-Axis
29039.0,0.06672,0.04306,0.94746
29143.0,0.06686,0.04291,0.94756
29247.0,0.0669,0.04306,0.94752
29351.0,0.0668,0.04301,0.94776
29455.0,0.06662,0.0431,0.94753
29559.0,0.06686,0.04325,0.94755
29663.0,0.06669,0.04329,0.9476
29767.0,0.0668,0.04314,0.94758
29871.0,0.06676,0.04314,0.94748
29975.0,0.06699,0.04308,0.94766
30079.0,0.06693,0.04288,0.94766
30183.0,0.06685,0.04293,0.94744
30287.0,0.06684,0.04298,0.94742
30391.0,0.06695,0.04318,0.94758
30495.0,0.06686,0.04302,0.94753
30599.0,0.06697,0.04299,0.94727
30703.0,0.06699,0.04299,0.94744
30807.0,0.0669,0.04313,0.94755
30911.0,0.06686,0.04312,0.9475
31015.0,0.06675,0.04313,0.9474
31119.0,0.06671,0.04299,0.94745
31223.0,0.06682,0.04316,0.94745
31327.0,0.067,0.04308,0.94761
31431.0,0.06693,0.0429,0.94747
31535.0,0.06693,0.04309,0.94741
31639.0,0.06647,0.0434,0.94752
31743.0,0.06677,0.04312,0.94759
31847.0,0.06694,0.04301,0.94737
31951.0,0.06676,0.04326,0.94757
32055.0,0.06706,0.04295,0.94737
32159.0,0.06692,0.04317,0.94738
32263.0,0.06693,0.04313,0.94756
32367.0,0.06695,0.04329,0.94756
32471.0,0.06674,0.04299,0.94752
32575.0,0.0669,0.04325,0.9475
32679.0,0.06703,0.04314,0.94761
32783.0,0.06708,0.04298,0.94744
32887.0,0.0669,0.04312,0.94754
32991.0,0.06659,0.04335,0.94777
33095.0,0.06703,0.04318,0.94762
33199.0,0.06659,0.04324,0.94759
33303.0,0.067,0.0429,0.94753
33407.0,0.06709,0.043,0.94739
33511.0,0.06696,0.04297,0.94761
33615.0,0.06687,0.04313,0.94743
33719.0,0.06677,0.04342,0.94761
33823.0,0.06669,0.04311,0.94763
33927.0,0.06673,0.04298,0.94768
34031.0,0.067,0.04286,0.94755
34135.0,0.06685,0.04319,0.94759
34239.0,0.06687,0.04283,0.94749
34343.0,0.06676,0.04319,0.94757
34447.0,0.06696,0.04298,0.94765
34551.0,0.06699,0.0431,0.94745
34655.0,0.06693,0.04314,0.94742
34759.0,0.06706,0.04297,0.94748
34863.0,0.06678,0.04304,0.94746
34967.0,0.06692,0.04306,0.94736
35071.0,0.0669,0.0431,0.94742
35175.0,0.06706,0.04293,0.94754
35279.0,0.06678,0.04328,0.94756
35383.0,0.06686,0.04298,0.94753
35487.0,0.06683,0.04314,0.94756
35591.0,0.06674,0.04332,0.94749
35695.0,0.06692,0.04321,0.94743
35799.0,0.06674,0.04294,0.94743
35903.0,0.06685,0.04286,0.94744
36007.0,0.06682,0.04312,0.94753
36111.0,0.06661,0.04304,0.94742
36215.0,0.06687,0.04307,0.94749
36319.0,0.06688,0.04321,0.94757
36423.0,0.06677,0.04332,0.9475
36527.0,0.06661,0.04357,0.94764
36631.0,0.06688,0.0434,0.94753
36735.0,0.06678,0.04328,0.94738
36839.0,0.06667,0.04321,0.94743
36943.0,0.06682,0.04316,0.94737
37047.0,0.06688,0.04317,0.94748
37151.0,0.06672,0.04336,0.94761
37255.0,0.06697,0.04335,0.94748
37359.0,0.06676,0.0432,0.94747
37463.0,0.06677,0.04322,0.94746
37567.0,0.06691,0.04322,0.94755
37671.0,0.06681,0.04319,0.94738
37775.0,0.0666,0.04331,0.94762
37879.0,0.06692,0.04318,0.94751
37983.0,0.06699,0.04316,0.9475
38087.0,0.06699,0.04329,0.94751
38191.0,0.06698,0.04332,0.94747
38295.0,0.06702,0.04313,0.94745
38399.0,0.06689,0.04306,0.94746
38503.0,0.06679,0.04311,0.94753
38607.0,0.06692,0.04309,0.94748
38711.0,0.06675,0.04311,0.94755
38815.0,0.06677,0.04309,0.94758
38919.0,0.06694,0.04303,0.94752
39023.0,0.06695,0.04315,0.94747
39127.0,0.06678,0.04321,0.94749
39231.0,0.06673,0.04304,0.94752
39335.0,0.06679,0.04326,0.9475
39439.0,0.06665,0.04313,0.94752
39543.0,0.06686,0.04312,0.9476
39647.0,0.06657,0.04325,0.94741
39751.0,0.06679,0.0431,0.94759
39855.0,0.06666,0.04307,0.94744
39959.0,0.0669,0.0429,0.94747
40063.0,0.06671,0.04324,0.94761
40167.0,0.06691,0.04283,0.94753
40271.0,0.06676,0.04317,0.94758
40375.0,0.06689,0.04316,0.94757
40479.0,0.06677,0.04302,0.94755
40583.0,0.06674,0.04297,0.94767
40687.0,0.06667,0.04302,0.94764
40791.0,0.06676,0.04285,0.94755
40895.0,0.06682,0.04288,0.94746
40999.0,0.06674,0.04289,0.94753
41103.0,0.06686,0.04292,0.94743
41207.0,0.06699,0.04284,0.94741
41311.0,0.06677,0.04315,0.94738
41415.0,0.06689,0.04291,0.94766
41519.0,0.06684,0.04295,0.94758
41623.0,0.0669,0.04286,0.94762
41727.0,0.06664,0.04291,0.94763
41831.0,0.06683,0.04298,0.94764
41935.0,0.067,0.04295,0.94755
42039.0,0.06693,0.04287,0.94742
42143.0,0.06685,0.04305,0.9475
42247.0,0.06675,0.04298,0.94762
42351.0,0.06693,0.04301,0.94757
42455.0,0.06673,0.04317,0.94766
42559.0,0.06665,0.04308,0.94773
42663.0,0.06671,0.04299,0.9476
42767.0,0.06687,0.04308,0.9476
42871.0,0.06692,0.04312,0.94768
42982.0,0.06652,0.04318,0.94766
43086.0,0.0669,0.04283,0.94763
43190.0,0.06673,0.04315,0.94765
43294.0,0.06672,0.04276,0.94753
43398.0,0.06703,0.04279,0.94744
43502.0,0.06699,0.04301,0.94762
43606.0,0.06682,0.04303,0.94755
43710.0,0.06678,0.04309,0.94768
43814.0,0.06704,0.04292,0.94742
43918.0,0.06671,0.04332,0.94765
44022.0,0.06693,0.04305,0.94756
44126.0,0.06698,0.04279,0.94755
44230.0,0.0668,0.04293,0.94761
44334.0,0.06688,0.04289,0.94781
44438.0,0.06687,0.04295,0.94781
44542.0,0.06682,0.04295,0.94752
44646.0,0.06692,0.04261,0.94758
44750.0,0.06671,0.04305,0.94772
44854.0,0.06699,0.04299,0.94765
44958.0,0.06689,0.04292,0.94754
45062.0,0.06688,0.04297,0.94754
45166.0,0.06678,0.04297,0.94758
45270.0,0.06684,0.04285,0.94742
45374.0,0.06683,0.04287,0.94759
45478.0,0.06671,0.04311,0.94754
45582.0,0.06667,0.04311,0.94758
45686.0,0.06687,0.04305,0.94752
45790.0,0.06693,0.04291,0.94752
45894.0,0.06683,0.04285,0.94748
45998.0,0.06716,0.04265,0.9475
46102.0,0.06693,0.04303,0.94739
46206.0,0.06675,0.04299,0.9476
46310.0,0.0669,0.04293,0.94756
46414.0,0.0668,0.04312,0.94757
46518.0,0.06701,0.04298,0.9475
46622.0,0.06704,0.04312,0.94743
46726.0,0.06718,0.04293,0.94737
46830.0,0.06698,0.04317,0.94745
46934.0,0.06702,0.04293,0.9474
47038.0,0.06694,0.04288,0.94745
47142.0,0.06699,0.04293,0.94756
47246.0,0.0669,0.04293,0.94744
47350.0,0.06685,0.04281,0.94755
47454.0,0.06694,0.04298,0.94745
47558.0,0.06673,0.04315,0.94759
47662.0,0.06678,0.04303,0.94758
47766.0,0.06666,0.0431,0.94759
47870.0,0.06684,0.04292,0.94758
47974.0,0.06688,0.04289,0.94748
48078.0,0.06705,0.04278,0.94747
48182.0,0.06707,0.04279,0.94751
48286.0,0.06694,0.04294,0.94765
48390.0,0.06683,0.04289,0.94762
48494.0,0.06681,0.04296,0.94759
48598.0,0.06705,0.04332,0.94752
48702.0,0.06705,0.04293,0.94751
48806.0,0.06682,0.04328,0.94748
48910.0,0.06701,0.04327,0.94739
49014.0,0.06669,0.04338,0.94753
49118.0,0.06677,0.04332,0.94729
49222.0,0.06699,0.0432,0.94746
49326.0,0.06665,0.04333,0.94756
49430.0,0.06697,0.04334,0.94762
49534.0,0.06671,0.04338,0.94757
49638.0,0.06686,0.04313,0.94732
49742.0,0.06694,0.04322,0.94741
49846.0,0.06681,0.04323,0.94752
49950.0,0.06698,0.04307,0.94746
50054.0,0.06703,0.0431,0.94718
50158.0,0.06692,0.04309,0.94745
50262.0,0.06697,0.04315,0.94751
50366.0,0.06695,0.04319,0.94747
50470.0,0.06701,0.04319,0.94738
50574.0,0.06684,0.04324,0.94748
50678.0,0.06688,0.04313,0.94737
50782.0,0.06697,0.04315,0.94731
50886.0,0.067,0.04333,0.94742
50990.0,0.06696,0.0433,0.94739
51094.0,0.06682,0.04324,0.94743
51198.0,0.06674,0.04337,0.94745
51302.0,0.06703,0.04308,0.94749
51406.0,0.06697,0.04334,0.94742
51510.0,0.06706,0.04312,0.94741
51614.0,0.06684,0.04321,0.94752
51718.0,0.067,0.04329,0.94747
51822.0,0.06688,0.04305,0.94758
51926.0,0.06688,0.04314,0.94756
52030.0,0.06688,0.04328,0.94766
52134.0,0.06694,0.04317,0.9476
52238.0,0.06683,0.04329,0.9476
52342.0,0.06666,0.04337,0.94769
52446.0,0.06667,0.04314,0.94764
52550.0,0.06688,0.04307,0.94748
52654.0,0.06665,0.04325,0.94752
52758.0,0.0669,0.04326,0.94766
52862.0,0.06692,0.04322,0.94747
52966.0,0.06685,0.04317,0.94758
53070.0,0.06679,0.04305,0.94768
53174.0,0.06677,0.0431,0.94759
53278.0,0.06661,0.04318,0.94755
53382.0,0.0669,0.04327,0.94767
53486.0,0.06674,0.0431,0.94766
53590.0,0.06686,0.04299,0.94769
53694.0,0.06663,0.04331,0.94763
53798.0,0.0669,0.0432,0.94759
53902.0,0.06692,0.04317,0.94753
54006.0,0.06715,0.04296,0.9474
54110.0,0.06691,0.04307,0.94745
54214.0,0.06686,0.04318,0.94754
54318.0,0.06703,0.04314,0.94748
54422.0,0.06704,0.04305,0.94753
54526.0,0.06691,0.04318,0.94752
54630.0,0.06658,0.0433,0.94771
54734.0,0.06695,0.04303,0.94764
54838.0,0.06685,0.04338,0.94757
54942.0,0.06707,0.04328,0.94749
55046.0,0.06695,0.04329,0.94752
55150.0,0.06707,0.04298,0.94741
55254.0,0.06691,0.04323,0.94762
55358.0,0.06697,0.04341,0.94742
55462.0,0.06692,0.04312,0.94749
55566.0,0.06703,0.04317,0.94736
55670.0,0.06691,0.04308,0.94747
55774.0,0.06671,0.0432,0.94754
55878.0,0.06675,0.04342,0.94747
55982.0,0.06669,0.04326,0.94732
56086.0,0.06671,0.04317,0.9476
56190.0,0.06693,0.04315,0.94761
56294.0,0.06699,0.04321,0.94758
56398.0,0.06669,0.04319,0.94775
56502.0,0.06685,0.04312,0.94757
56606.0,0.06688,0.04314,0.94752
56710.0,0.06667,0.04311,0.94768
56814.0,0.06704,0.043,0.94742
56918.0,0.06665,0.0433,0.94773
57022.0,0.06668,0.04309,0.94749
57126.0,0.0668,0.04297,0.94758
57230.0,0.06704,0.04304,0.94755
57334.0,0.06675,0.04312,0.94769
57445.0,0.0667,0.04313,0.94767
57549.0,0.06688,0.04311,0.94766
57653.0,0.06665,0.04303,0.94754
57757.0,0.06673,0.04301,0.94775
57861.0,0.06695,0.04317,0.94773
57965.0,0.06682,0.04315,0.94754
58069.0,0.06654,0.04308,0.94757
58173.0,0.06676,0.04301,0.9475
58277.0,0.06705,0.04276,0.94757
58381.0,0.06716,0.04305,0.94757
58485.0,0.06703,0.043,0.94755
58589.0,0.06676,0.04313,0.94754
58693.0,0.06668,0.04323,0.94767
58797.0,0.06674,0.04332,0.94774
58901.0,0.06687,0.04292,0.94764
59005.0,0.06685,0.04294,0.94784
59109.0,0.06697,0.04279,0.94769
59213.0,0.06695,0.04283,0.94761
59317.0,0.06682,0.04313,0.94777
59421.0,0.06679,0.04327,0.94764
59525.0,0.06687,0.04281,0.94766
59629.0,0.06681,0.04306,0.94755
59733.0,0.0669,0.04332,0.94781
59837.0,0.06664,0.04314,0.94774
